order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
5002,11,291,Paneer Lababdar,2036-12-05,23:52:02,Completed,570
5003,10,393,Paneer Lababdar,2036-12-06,23:55:06,Completed,370
5004,7,331,Masala Dosa,2036-12-07,23:57:46,Completed,264
5005,10,476,Prawn Masala,2036-12-08,23:51:05,Completed,227
5006,18,579,Samosa,2036-12-09,23:50:12,Completed,588
5007,23,214,Mutton Rogan Josh,2036-12-10,23:56:43,Completed,555
5008,10,567,Burger,2036-12-11,23:57:50,Completed,469
5009,21,327,Chole Bhature,2036-12-12,23:59:24,Completed,550
5010,8,579,Chicken Biryani,2036-12-13,23:54:16,Completed,378
5011,23,108,Chicken Biryani,2036-12-14,23:58:29,Completed,384
5012,6,487,Masala Dosa,2036-12-15,23:51:54,Completed,442
5013,4,121,Egg Curry,2036-12-16,23:59:29,Completed,315
5014,32,296,Paneer Butter Masala,2036-12-17,23:58:39,Completed,599
5015,25,15,Paneer Butter Masala,2036-12-18,23:51:57,Completed,391
5016,16,461,Prawn Masala,2036-12-19,23:59:38,Completed,391
5017,5,94,Chicken Shawarma,2036-12-20,23:51:43,Completed,302
5018,1,644,Burger,2036-12-21,23:50:48,Completed,552
5019,1,451,Prawn Masala,2036-12-22,23:52:24,Completed,553
5020,4,271,Paneer Butter Masala,2036-12-23,23:51:12,Completed,509
5021,23,531,Prawn Masala,2036-12-24,23:52:05,Completed,508
5022,18,163,Egg Curry,2036-12-25,23:58:53,Completed,549
5023,28,67,Paneer Butter Masala,2036-12-26,23:59:06,Completed,210
5024,24,339,Pasta Alfredo,2036-12-27,23:57:02,Completed,266
5025,29,395,Chole Bhature,2036-12-28,23:53:58,Completed,334
5026,12,16,Samosa,2036-12-29,23:54:05,Completed,426
5027,24,728,Burger,2036-12-30,23:54:41,Completed,251
5028,19,559,Egg Curry,2036-12-31,23:55:55,Completed,405
5029,10,524,Burger,2037-01-01,23:54:11,Completed,405
5030,6,199,Chicken Shawarma,2037-01-02,23:52:28,Completed,567
5031,14,164,Mutton Biryani,2037-01-03,23:53:28,Completed,211
5032,6,28,Paneer Butter Masala,2037-01-04,23:54:12,Completed,432
5033,5,199,Chicken Shawarma,2037-01-05,23:51:01,Completed,233
5034,8,614,Pasta Alfredo,2037-01-06,23:58:41,Completed,286
5035,28,116,Burger,2037-01-07,23:53:17,Completed,577
5036,32,46,Chicken Biryani,2037-01-08,23:51:34,Completed,541
5037,22,62,Egg Curry,2037-01-09,23:52:41,Completed,246
5038,31,543,Masala Dosa,2037-01-10,23:54:05,Completed,151
5039,28,564,Mutton Rogan Josh,2037-01-11,23:57:54,Completed,537
5040,30,237,Masala Dosa,2037-01-12,23:52:36,Completed,298
5041,6,107,Pasta Alfredo,2037-01-13,23:53:03,Completed,581
5042,18,564,Mutton Rogan Josh,2037-01-14,23:55:19,Completed,559
5043,28,391,Egg Curry,2037-01-15,23:55:32,Completed,339
5044,23,722,Masala Dosa,2037-01-16,23:52:01,Completed,290
5045,21,107,Chicken Shawarma,2037-01-17,23:57:37,Completed,577
5046,6,241,Chicken Shawarma,2037-01-18,23:51:52,Completed,592
5047,21,756,Mutton Biryani,2037-01-19,23:50:19,Completed,199
5048,16,261,Paneer Butter Masala,2037-01-20,23:59:25,Completed,287
5049,30,281,Egg Curry,2037-01-21,23:52:27,Completed,344
5050,30,26,Pasta Alfredo,2037-01-22,23:53:28,Completed,368
5051,19,65,Masala Dosa,2037-01-23,23:52:19,Completed,565
5052,31,308,Paneer Lababdar,2037-01-24,23:50:41,Completed,348
5053,15,748,Egg Curry,2037-01-25,23:51:41,Completed,351
5054,22,151,Mutton Biryani,2037-01-26,23:59:25,Completed,405
5055,21,87,Paneer Butter Masala,2037-01-27,23:52:05,Completed,354
5056,24,32,Prawn Masala,2037-01-28,23:52:15,Completed,515
5057,25,768,Chole Bhature,2037-01-29,23:50:32,Completed,341
5058,20,649,Paneer Lababdar,2037-01-30,23:58:04,Completed,293
5059,16,781,Paneer Butter Masala,2037-01-31,23:56:57,Completed,283
5060,21,640,Mutton Biryani,2037-02-01,23:51:56,Completed,354
5061,15,557,Chicken Biryani,2037-02-02,23:50:29,Completed,467
5062,29,761,Mutton Rogan Josh,2037-02-03,23:58:28,Completed,258
5063,26,97,Egg Curry,2037-02-04,23:56:53,Completed,244
5064,9,736,Chicken Biryani,2037-02-05,23:59:33,Completed,539
5065,9,323,Pasta Alfredo,2037-02-06,23:57:23,Completed,304
5066,25,629,Masala Dosa,2037-02-07,23:59:33,Completed,173
5067,29,638,Pasta Alfredo,2037-02-08,23:51:47,Completed,531
5068,20,612,Samosa,2037-02-09,23:51:06,Completed,340
5069,18,84,Chole Bhature,2037-02-10,23:54:14,Completed,353
5070,3,587,Egg Curry,2037-02-11,23:56:34,Completed,276
5071,24,257,Mutton Biryani,2037-02-12,23:55:07,Completed,168
5072,8,768,Chicken Biryani,2037-02-13,23:59:11,Completed,311
5073,13,716,Chole Bhature,2037-02-14,23:55:43,Completed,389
5074,15,733,Burger,2037-02-15,23:56:57,Completed,548
5075,4,149,Mutton Biryani,2037-02-16,23:55:18,Completed,377
5076,8,687,Chole Bhature,2037-02-17,23:58:15,Completed,446
5077,22,545,Samosa,2037-02-18,23:54:19,Completed,552
5078,11,55,Burger,2037-02-19,23:51:35,Completed,441
5079,19,702,Chicken Shawarma,2037-02-20,23:52:37,Completed,325
5080,9,699,Paneer Butter Masala,2037-02-21,23:54:35,Completed,344
5081,18,306,Prawn Masala,2037-02-22,23:51:18,Completed,234
5082,5,463,Samosa,2037-02-23,23:57:23,Completed,389
5083,3,87,Prawn Masala,2037-02-24,23:59:04,Completed,378
5084,17,265,Mutton Biryani,2037-02-25,23:58:31,Completed,495
5085,5,217,Masala Dosa,2037-02-26,23:57:37,Completed,167
5086,6,363,Chicken Shawarma,2037-02-27,23:53:27,Completed,166
5087,12,23,Paneer Lababdar,2037-02-28,23:52:24,Completed,302
5088,22,103,Pasta Alfredo,2037-03-01,23:59:44,Completed,363
5089,23,443,Mutton Biryani,2037-03-02,23:59:10,Completed,568
5090,29,510,Chole Bhature,2037-03-03,23:51:15,Completed,250
5091,9,733,Paneer Lababdar,2037-03-04,23:52:15,Completed,288
5092,14,246,Samosa,2037-03-05,23:58:27,Completed,290
5093,20,308,Mutton Biryani,2037-03-06,23:57:54,Completed,266
5094,15,587,Burger,2037-03-07,23:53:19,Completed,202
5095,27,496,Chicken Shawarma,2037-03-08,23:52:15,Completed,368
5096,3,695,Mutton Biryani,2037-03-09,23:54:20,Completed,542
5097,15,275,Pasta Alfredo,2037-03-10,23:51:19,Completed,502
5098,8,644,Pasta Alfredo,2037-03-11,23:57:05,Completed,575
5099,4,118,Egg Curry,2037-03-12,23:53:37,Completed,439
5100,25,798,Egg Curry,2037-03-13,23:58:45,Completed,225
5101,33,360,Masala Dosa,2037-03-14,23:55:27,Completed,485
5102,21,213,Burger,2037-03-15,23:56:30,Completed,433
5103,6,352,Chicken Shawarma,2037-03-16,23:59:19,Completed,271
5104,5,730,Egg Curry,2037-03-17,23:55:48,Completed,508
5105,33,253,Pasta Alfredo,2037-03-18,23:52:48,Completed,159
5106,7,289,Paneer Lababdar,2037-03-19,23:54:17,Completed,312
5107,7,428,Mutton Rogan Josh,2037-03-20,23:54:27,Completed,172
5108,9,433,Paneer Lababdar,2037-03-21,23:51:04,Completed,322
5109,21,644,Chicken Shawarma,2037-03-22,23:58:57,Completed,344
5110,21,660,Chicken Shawarma,2037-03-23,23:55:07,Completed,248
5111,25,420,Mutton Rogan Josh,2037-03-24,23:55:28,Completed,169
5112,17,126,Prawn Masala,2037-03-25,23:52:25,Completed,263
5113,23,243,Paneer Butter Masala,2037-03-26,23:52:26,Completed,258
5114,26,482,Samosa,2037-03-27,23:57:44,Completed,561
5115,18,371,Chicken Biryani,2037-03-28,23:56:42,Completed,489
5116,29,23,Chole Bhature,2037-03-29,23:58:20,Completed,211
5117,23,185,Pasta Alfredo,2037-03-30,23:50:05,Completed,382
5118,4,403,Masala Dosa,2037-03-31,23:56:35,Completed,395
5119,25,186,Chicken Shawarma,2037-04-01,23:53:20,Completed,252
5120,29,543,Chole Bhature,2037-04-02,23:50:40,Completed,339
5121,31,193,Chicken Biryani,2037-04-03,23:57:50,Completed,490
5122,16,609,Prawn Masala,2037-04-04,23:56:06,Completed,264
5123,26,332,Burger,2037-04-05,23:59:10,Completed,154
5124,17,639,Mutton Rogan Josh,2037-04-06,23:53:04,Completed,454
5125,30,194,Burger,2037-04-07,23:51:18,Completed,257
5126,25,409,Chole Bhature,2037-04-08,23:57:23,Completed,343
5127,15,106,Paneer Butter Masala,2037-04-09,23:59:03,Completed,379
5128,19,214,Pasta Alfredo,2037-04-10,23:58:46,Completed,577
5129,7,791,Pasta Alfredo,2037-04-11,23:55:43,Completed,223
5130,8,511,Paneer Butter Masala,2037-04-12,23:59:19,Completed,582
5131,7,413,Paneer Butter Masala,2037-04-13,23:54:36,Completed,223
5132,25,253,Paneer Butter Masala,2037-04-14,23:57:25,Completed,534
5133,8,166,Chole Bhature,2037-04-15,23:58:09,Completed,508
5134,19,706,Prawn Masala,2037-04-16,23:57:36,Completed,231
5135,15,111,Paneer Butter Masala,2037-04-17,23:57:53,Completed,394
5136,7,255,Samosa,2037-04-18,23:58:24,Completed,218
5137,22,798,Chole Bhature,2037-04-19,23:58:20,Completed,548
5138,4,666,Samosa,2037-04-20,23:52:29,Completed,198
5139,2,286,Pasta Alfredo,2037-04-21,23:55:28,Completed,366
5140,9,158,Egg Curry,2037-04-22,23:54:55,Completed,270
5141,1,513,Chole Bhature,2037-04-23,23:58:11,Completed,490
5142,14,517,Egg Curry,2037-04-24,23:51:22,Completed,174
5143,33,536,Egg Curry,2037-04-25,23:51:31,Completed,174
5144,20,94,Masala Dosa,2037-04-26,23:51:24,Completed,461
5145,5,301,Egg Curry,2037-04-27,23:50:41,Completed,586
5146,11,239,Masala Dosa,2037-04-28,23:57:00,Completed,451
5147,1,541,Mutton Rogan Josh,2037-04-29,23:51:42,Completed,504
5148,16,448,Egg Curry,2037-04-30,23:54:44,Completed,372
5149,33,94,Paneer Lababdar,2037-05-01,23:50:20,Completed,279
5150,24,22,Chole Bhature,2037-05-02,23:56:15,Completed,159
5151,2,142,Mutton Rogan Josh,2037-05-03,23:58:53,Completed,259
5152,15,192,Egg Curry,2037-05-04,23:58:47,Completed,235
5153,22,448,Mutton Rogan Josh,2037-05-05,23:57:25,Completed,522
5154,28,69,Mutton Rogan Josh,2037-05-06,23:55:21,Completed,313
5155,29,750,Chicken Shawarma,2037-05-07,23:50:28,Completed,248
5156,17,399,Burger,2037-05-08,23:52:34,Completed,252
5157,28,421,Mutton Rogan Josh,2037-05-09,23:52:40,Completed,293
5158,17,760,Egg Curry,2037-05-10,23:59:16,Completed,163
5159,8,162,Mutton Rogan Josh,2037-05-11,23:58:07,Completed,298
5160,9,753,Chicken Biryani,2037-05-12,23:56:10,Completed,432
5161,8,560,Chicken Shawarma,2037-05-13,23:51:46,Completed,422
5162,32,372,Pasta Alfredo,2037-05-14,23:57:57,Completed,431
5163,19,44,Mutton Biryani,2037-05-15,23:50:44,Completed,600
5164,19,212,Chicken Biryani,2037-05-16,23:56:46,Completed,432
5165,17,730,Egg Curry,2037-05-17,23:53:21,Completed,288
5166,8,59,Mutton Biryani,2037-05-18,23:58:26,Completed,600
5167,1,767,Burger,2037-05-19,23:57:51,Completed,544
5168,8,456,Chicken Shawarma,2037-05-20,23:57:37,Completed,282
5169,1,240,Masala Dosa,2037-05-21,23:52:51,Completed,472
5170,18,406,Chicken Biryani,2037-05-22,23:55:43,Completed,359
5171,30,375,Mutton Rogan Josh,2037-05-23,23:55:49,Completed,446
5172,24,444,Chicken Biryani,2037-05-24,23:53:52,Completed,591
5173,8,147,Mutton Rogan Josh,2037-05-25,23:55:59,Completed,565
5174,12,784,Chole Bhature,2037-05-26,23:56:51,Completed,565
5175,31,1,Chicken Biryani,2037-05-27,23:59:58,Completed,207
5176,8,691,Chicken Shawarma,2037-05-28,23:52:02,Completed,340
5177,5,558,Samosa,2037-05-29,23:54:24,Completed,460
5178,7,511,Burger,2037-05-30,23:53:21,Completed,530
5179,4,338,Chicken Biryani,2037-05-31,23:55:45,Completed,262
5180,15,457,Burger,2037-06-01,23:52:03,Completed,329
5181,9,632,Paneer Butter Masala,2037-06-02,23:57:11,Completed,397
5182,23,411,Chole Bhature,2037-06-03,23:52:07,Completed,581
5183,11,591,Paneer Butter Masala,2037-06-04,23:56:48,Completed,226
5184,8,197,Paneer Butter Masala,2037-06-05,23:53:51,Completed,431
5185,12,34,Paneer Butter Masala,2037-06-06,23:53:18,Completed,189
5186,10,310,Samosa,2037-06-07,23:57:34,Completed,365
5187,1,647,Pasta Alfredo,2037-06-08,23:52:46,Completed,372
5188,15,296,Burger,2037-06-09,23:50:03,Completed,569
5189,22,399,Prawn Masala,2037-06-10,23:53:43,Completed,152
5190,11,62,Egg Curry,2037-06-11,23:58:18,Completed,253
5191,1,256,Mutton Rogan Josh,2037-06-12,23:58:37,Completed,563
5192,24,462,Burger,2037-06-13,23:57:35,Completed,582
5193,28,505,Chicken Shawarma,2037-06-14,23:52:25,Completed,218
5194,3,77,Prawn Masala,2037-06-15,23:56:14,Completed,363
5195,12,786,Paneer Lababdar,2037-06-16,23:54:50,Completed,194
5196,12,318,Mutton Rogan Josh,2037-06-17,23:58:13,Completed,251
5197,19,581,Prawn Masala,2037-06-18,23:53:29,Completed,198
5198,30,30,Chicken Biryani,2037-06-19,23:55:17,Completed,371
5199,33,780,Chicken Biryani,2037-06-20,23:52:00,Completed,516
5200,14,205,Paneer Butter Masala,2037-06-21,23:51:46,Completed,412
5201,16,534,Prawn Masala,2037-06-22,23:59:20,Completed,346
5202,29,349,Paneer Butter Masala,2037-06-23,23:51:07,Completed,533
5203,20,327,Prawn Masala,2037-06-24,23:55:59,Completed,403
5204,33,102,Prawn Masala,2037-06-25,23:56:53,Completed,587
5205,28,564,Masala Dosa,2037-06-26,23:53:10,Completed,300
5206,8,166,Masala Dosa,2037-06-27,23:56:19,Completed,429
5207,15,149,Mutton Rogan Josh,2037-06-28,23:56:51,Completed,347
5208,19,27,Pasta Alfredo,2037-06-29,23:55:01,Completed,394
5209,11,68,Prawn Masala,2037-06-30,23:53:29,Completed,516
5210,12,306,Masala Dosa,2037-07-01,23:56:05,Completed,578
5211,1,491,Egg Curry,2037-07-02,23:58:19,Completed,265
5212,16,159,Chole Bhature,2037-07-03,23:51:24,Completed,168
5213,4,373,Chicken Biryani,2037-07-04,23:57:48,Completed,540
5214,19,221,Masala Dosa,2037-07-05,23:50:45,Completed,449
5215,33,510,Samosa,2037-07-06,23:57:19,Completed,405
5216,14,507,Paneer Butter Masala,2037-07-07,23:59:40,Completed,563
5217,8,46,Samosa,2037-07-08,23:51:01,Completed,496
5218,32,755,Burger,2037-07-09,23:51:27,Completed,275
5219,24,483,Mutton Biryani,2037-07-10,23:57:07,Completed,577
5220,5,63,Chole Bhature,2037-07-11,23:56:26,Completed,539
5221,28,623,Burger,2037-07-12,23:54:55,Completed,332
5222,31,17,Masala Dosa,2037-07-13,23:55:54,Completed,165
5223,33,389,Mutton Biryani,2037-07-14,23:56:40,Completed,256
5224,28,29,Paneer Lababdar,2037-07-15,23:58:01,Completed,368
5225,29,217,Mutton Biryani,2037-07-16,23:51:58,Completed,188
5226,14,341,Chole Bhature,2037-07-17,23:51:58,Completed,455
5227,16,749,Pasta Alfredo,2037-07-18,23:50:43,Completed,191
5228,7,738,Chicken Biryani,2037-07-19,23:52:19,Completed,353
5229,20,657,Mutton Rogan Josh,2037-07-20,23:51:50,Completed,492
5230,20,283,Egg Curry,2037-07-21,23:58:24,Completed,300
5231,12,278,Chicken Shawarma,2037-07-22,23:51:57,Completed,444
5232,11,365,Egg Curry,2037-07-23,23:58:16,Completed,163
5233,15,790,Paneer Butter Masala,2037-07-24,23:52:46,Completed,259
5234,32,138,Masala Dosa,2037-07-25,23:52:06,Completed,343
5235,30,369,Samosa,2037-07-26,23:58:22,Completed,250
5236,1,423,Chole Bhature,2037-07-27,23:57:21,Completed,172
5237,6,51,Mutton Biryani,2037-07-28,23:55:19,Completed,163
5238,6,20,Paneer Butter Masala,2037-07-29,23:52:36,Completed,297
5239,22,542,Samosa,2037-07-30,23:53:04,Completed,522
5240,1,319,Pasta Alfredo,2037-07-31,23:56:01,Completed,167
5241,33,100,Chole Bhature,2037-08-01,23:59:44,Completed,459
5242,7,279,Samosa,2037-08-02,23:54:22,Completed,334
5243,23,56,Samosa,2037-08-03,23:55:18,Completed,175
5244,8,397,Paneer Butter Masala,2037-08-04,23:55:00,Completed,304
5245,11,725,Egg Curry,2037-08-05,23:55:39,Completed,222
5246,21,373,Chicken Shawarma,2037-08-06,23:53:28,Completed,222
5247,16,288,Paneer Lababdar,2037-08-07,23:57:47,Completed,426
5248,33,331,Paneer Butter Masala,2037-08-08,23:51:10,Completed,239
5249,24,146,Paneer Lababdar,2037-08-09,23:58:42,Completed,256
5250,16,207,Paneer Butter Masala,2037-08-10,23:54:25,Completed,408
5251,30,765,Masala Dosa,2037-08-11,23:53:20,Completed,314
5252,24,297,Mutton Rogan Josh,2037-08-12,23:52:40,Completed,521
5253,28,220,Chole Bhature,2037-08-13,23:55:39,Completed,162
5254,29,470,Chicken Biryani,2037-08-14,23:55:19,Completed,418
5255,27,761,Chicken Shawarma,2037-08-15,23:59:39,Completed,534
5256,26,553,Paneer Butter Masala,2037-08-16,23:53:28,Completed,424
5257,9,558,Paneer Butter Masala,2037-08-17,23:53:17,Completed,430
5258,5,507,Samosa,2037-08-18,23:50:51,Completed,342
5259,23,539,Pasta Alfredo,2037-08-19,23:50:10,Completed,426
5260,3,732,Samosa,2037-08-20,23:52:38,Completed,446
5261,10,189,Samosa,2037-08-21,23:52:30,Completed,344
5262,29,281,Chole Bhature,2037-08-22,23:55:54,Completed,365
5263,12,516,Samosa,2037-08-23,23:51:21,Completed,373
5264,4,671,Mutton Rogan Josh,2037-08-24,23:58:37,Completed,189
5265,21,123,Chicken Biryani,2037-08-25,23:57:17,Completed,466
5266,10,60,Chicken Biryani,2037-08-26,23:53:53,Completed,426
5267,14,510,Paneer Lababdar,2037-08-27,23:58:36,Completed,213
5268,29,477,Prawn Masala,2037-08-28,23:53:47,Completed,290
5269,10,242,Masala Dosa,2037-08-29,23:58:00,Completed,411
5270,21,570,Chicken Biryani,2037-08-30,23:54:13,Completed,169
5271,2,417,Mutton Biryani,2037-08-31,23:57:02,Completed,177
5272,3,61,Samosa,2037-09-01,23:59:24,Completed,597
5273,17,155,Samosa,2037-09-02,23:59:13,Completed,381
5274,11,700,Prawn Masala,2037-09-03,23:57:51,Completed,575
5275,14,744,Burger,2037-09-04,23:53:22,Completed,530
5276,30,87,Chicken Biryani,2037-09-05,23:58:44,Completed,329
5277,14,490,Chicken Biryani,2037-09-06,23:51:41,Completed,327
5278,7,735,Mutton Rogan Josh,2037-09-07,23:59:23,Completed,530
5279,9,797,Prawn Masala,2037-09-08,23:50:14,Completed,451
5280,16,638,Chole Bhature,2037-09-09,23:59:41,Completed,359
5281,29,686,Prawn Masala,2037-09-10,23:58:54,Completed,556
5282,17,751,Pasta Alfredo,2037-09-11,23:56:54,Completed,210
5283,1,648,Chole Bhature,2037-09-12,23:58:54,Completed,308
5284,4,121,Mutton Biryani,2037-09-13,23:59:26,Completed,587
5285,3,665,Paneer Butter Masala,2037-09-14,23:50:43,Completed,489
5286,32,395,Mutton Biryani,2037-09-15,23:56:41,Completed,296
5287,12,189,Mutton Biryani,2037-09-16,23:59:17,Completed,176
5288,13,31,Pasta Alfredo,2037-09-17,23:54:38,Completed,559
5289,8,166,Mutton Biryani,2037-09-18,23:59:26,Completed,257
5290,32,629,Samosa,2037-09-19,23:50:23,Completed,333
5291,6,699,Burger,2037-09-20,23:57:02,Completed,513
5292,5,563,Masala Dosa,2037-09-21,23:51:18,Completed,389
5293,10,484,Burger,2037-09-22,23:53:16,Completed,294
5294,21,444,Pasta Alfredo,2037-09-23,23:53:42,Completed,571
5295,7,296,Pasta Alfredo,2037-09-24,23:51:25,Completed,357
5296,26,761,Masala Dosa,2037-09-25,23:52:57,Completed,516
5297,20,101,Chicken Shawarma,2037-09-26,23:56:49,Completed,248
5298,20,284,Masala Dosa,2037-09-27,23:52:23,Completed,532
5299,25,490,Samosa,2037-09-28,23:53:01,Completed,503
5300,17,261,Mutton Rogan Josh,2037-09-29,23:59:44,Completed,412
5301,30,708,Samosa,2037-09-30,23:58:30,Completed,200
5302,28,512,Prawn Masala,2037-10-01,23:56:05,Completed,226
5303,29,48,Mutton Biryani,2037-10-02,23:59:34,Completed,288
5304,33,734,Samosa,2037-10-03,23:58:57,Completed,322
5305,28,45,Chole Bhature,2037-10-04,23:54:50,Completed,317
5306,10,374,Samosa,2037-10-05,23:50:34,Completed,578
5307,8,735,Paneer Butter Masala,2037-10-06,23:53:27,Completed,326
5308,1,557,Paneer Butter Masala,2037-10-07,23:58:21,Completed,249
5309,25,584,Egg Curry,2037-10-08,23:53:54,Completed,239
5310,2,458,Mutton Biryani,2037-10-09,23:50:20,Completed,250
5311,7,204,Paneer Lababdar,2037-10-10,23:51:42,Completed,272
5312,29,294,Mutton Biryani,2037-10-11,23:52:53,Completed,218
5313,27,708,Samosa,2037-10-12,23:50:53,Completed,295
5314,2,753,Prawn Masala,2037-10-13,23:59:03,Completed,362
5315,26,120,Samosa,2037-10-14,23:55:26,Completed,191
5316,26,638,Chole Bhature,2037-10-15,23:56:04,Completed,287
5317,15,221,Prawn Masala,2037-10-16,23:53:02,Completed,574
5318,4,431,Chole Bhature,2037-10-17,23:59:52,Completed,342
5319,30,454,Paneer Lababdar,2037-10-18,23:58:31,Completed,593
5320,2,501,Mutton Rogan Josh,2037-10-19,23:54:44,Completed,473
5321,15,37,Mutton Biryani,2037-10-20,23:58:40,Completed,346
5322,5,645,Samosa,2037-10-21,23:59:16,Completed,471
5323,22,78,Samosa,2037-10-22,23:50:14,Completed,413
5324,10,557,Mutton Biryani,2037-10-23,23:56:14,Completed,322
5325,19,390,Mutton Biryani,2037-10-24,23:50:57,Completed,484
5326,27,505,Paneer Butter Masala,2037-10-25,23:53:29,Completed,503
5327,4,394,Egg Curry,2037-10-26,23:59:35,Completed,340
5328,32,155,Mutton Rogan Josh,2037-10-27,23:58:25,Completed,159
5329,9,757,Burger,2037-10-28,23:51:25,Completed,476
5330,19,784,Chole Bhature,2037-10-29,23:56:22,Completed,339
5331,16,44,Paneer Butter Masala,2037-10-30,23:54:17,Completed,390
5332,32,32,Burger,2037-10-31,23:53:18,Completed,216
5333,29,323,Chole Bhature,2037-11-01,23:53:31,Completed,332
5334,11,246,Paneer Lababdar,2037-11-02,23:59:06,Completed,505
5335,15,443,Chole Bhature,2037-11-03,23:56:49,Completed,474
5336,7,434,Paneer Lababdar,2037-11-04,23:51:58,Completed,478
5337,25,379,Pasta Alfredo,2037-11-05,23:53:50,Completed,509
5338,23,192,Paneer Lababdar,2037-11-06,23:59:55,Completed,595
5339,31,661,Samosa,2037-11-07,23:51:18,Completed,310
5340,13,532,Chicken Shawarma,2037-11-08,23:50:38,Completed,410
5341,27,169,Paneer Lababdar,2037-11-09,23:57:44,Completed,599
5342,13,674,Masala Dosa,2037-11-10,23:59:31,Completed,436
5343,27,231,Paneer Butter Masala,2037-11-11,23:54:18,Completed,202
5344,4,255,Paneer Butter Masala,2037-11-12,23:50:29,Completed,235
5345,16,716,Pasta Alfredo,2037-11-13,23:53:23,Completed,341
5346,12,590,Masala Dosa,2037-11-14,23:50:09,Completed,350
5347,3,515,Prawn Masala,2037-11-15,23:51:30,Completed,524
5348,20,190,Paneer Lababdar,2037-11-16,23:50:59,Completed,575
5349,26,383,Samosa,2037-11-17,23:56:11,Completed,381
5350,7,707,Masala Dosa,2037-11-18,23:53:29,Completed,250
5351,28,636,Pasta Alfredo,2037-11-19,23:54:05,Completed,344
5352,23,30,Paneer Butter Masala,2037-11-20,23:56:09,Completed,305
5353,5,318,Burger,2037-11-21,23:52:03,Completed,188
5354,5,427,Egg Curry,2037-11-22,23:55:47,Completed,165
5355,5,645,Mutton Biryani,2037-11-23,23:54:41,Completed,245
5356,21,281,Paneer Butter Masala,2037-11-24,23:54:25,Completed,278
5357,6,434,Mutton Rogan Josh,2037-11-25,23:59:19,Completed,389
5358,31,584,Mutton Rogan Josh,2037-11-26,23:52:16,Completed,515
5359,4,414,Samosa,2037-11-27,23:59:05,Completed,227
5360,24,397,Samosa,2037-11-28,23:52:41,Completed,374
5361,27,653,Prawn Masala,2037-11-29,23:52:00,Completed,453
5362,2,169,Masala Dosa,2037-11-30,23:52:44,Completed,595
5363,7,504,Pasta Alfredo,2037-12-01,23:58:46,Completed,418
5364,22,734,Samosa,2037-12-02,23:56:16,Completed,240
5365,24,9,Chole Bhature,2037-12-03,23:50:46,Completed,322
5366,5,681,Paneer Lababdar,2037-12-04,23:59:19,Completed,330
5367,26,300,Samosa,2037-12-05,23:56:35,Completed,192
5368,28,24,Egg Curry,2037-12-06,23:50:39,Completed,598
5369,9,193,Mutton Biryani,2037-12-07,23:50:05,Completed,393
5370,27,264,Samosa,2037-12-08,23:51:02,Completed,224
5371,26,493,Burger,2037-12-09,23:55:54,Completed,266
5372,33,277,Chicken Shawarma,2037-12-10,23:55:14,Completed,600
5373,14,258,Mutton Rogan Josh,2037-12-11,23:59:27,Completed,308
5374,10,272,Mutton Rogan Josh,2037-12-12,23:54:14,Completed,394
5375,23,139,Burger,2037-12-13,23:59:34,Completed,600
5376,29,652,Masala Dosa,2037-12-14,23:56:20,Completed,308
5377,20,359,Masala Dosa,2037-12-15,23:52:51,Completed,388
5378,24,183,Burger,2037-12-16,23:58:48,Completed,428
5379,25,772,Pasta Alfredo,2037-12-17,23:54:07,Completed,422
5380,32,410,Chole Bhature,2037-12-18,23:55:16,Completed,241
5381,26,517,Chicken Biryani,2037-12-19,23:59:11,Completed,416
5382,20,698,Pasta Alfredo,2037-12-20,23:57:25,Completed,167
5383,10,307,Masala Dosa,2037-12-21,23:55:48,Completed,463
5384,2,794,Chicken Biryani,2037-12-22,23:54:55,Completed,365
5385,28,445,Mutton Rogan Josh,2037-12-23,23:59:03,Completed,246
5386,6,506,Mutton Biryani,2037-12-24,23:57:54,Completed,171
5387,4,554,Masala Dosa,2037-12-25,23:54:02,Completed,206
5388,6,62,Mutton Rogan Josh,2037-12-26,23:56:01,Completed,269
5389,7,314,Chicken Biryani,2037-12-27,23:53:26,Completed,415
5390,22,745,Chicken Biryani,2037-12-28,23:55:12,Completed,162
5391,30,163,Burger,2037-12-29,23:55:34,Completed,377
5392,30,267,Prawn Masala,2037-12-30,23:57:39,Completed,266
5393,31,6,Chicken Shawarma,2037-12-31,23:57:27,Completed,567
5394,2,207,Masala Dosa,2038-01-01,23:59:04,Completed,185
5395,14,226,Paneer Lababdar,2038-01-02,23:55:17,Completed,162
5396,15,283,Chicken Shawarma,2038-01-03,23:54:01,Completed,479
5397,25,372,Pasta Alfredo,2038-01-04,23:57:28,Completed,347
5398,29,82,Mutton Biryani,2038-01-05,23:50:50,Completed,321
5399,27,61,Paneer Lababdar,2038-01-06,23:56:19,Completed,592
5400,18,178,Paneer Lababdar,2038-01-07,23:55:29,Completed,416
5401,25,475,Chicken Shawarma,2038-01-08,23:52:05,Completed,194
5402,2,142,Chicken Biryani,2038-01-09,23:54:15,Completed,387
5403,30,505,Burger,2038-01-10,23:58:05,Completed,201
5404,20,311,Chicken Biryani,2038-01-11,23:57:20,Completed,560
5405,33,214,Mutton Biryani,2038-01-12,23:54:48,Completed,169
